Lab code	Sample ID	Sampling date	Sample location	Street	Vendor	Edge case	Stall ID	Stall ID (merged)	Sample type	Sample information	SARS-CoV-2_qPCR_result	Latitude	Longitude	Sequencing run	SARS-CoV-2_NGS_result
G14	Env_0430	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Wall	Negative	30.619542	114.25643	None	Negative
G15	Env_0431	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Scale	Negative	30.619542	114.25643	None	Negative
G16	Env_0432	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Water in pool	Negative	30.619542	114.25643	None	Negative
G17	Env_0433	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Inner surface of trush cans	Negative	30.619542	114.25643	None	Negative
G36	Env_0452	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Filter	Negative	30.619542	114.25643	None	Negative
A41	Env_0041	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Surface of the door	Negative	30.619591	114.256401	None	Negative
A42	Env_0042	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Ground	Negative	30.619591	114.256401	None	Negative
G18	Env_0434	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Scale	Negative	30.619591	114.256401	None	Negative
G19	Env_0435	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Wall	Negative	30.619591	114.256401	None	Negative
G20	Env_0436	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of foam box	Negative	30.619591	114.256401	None	Negative
G21	Env_0437	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of white basket	Negative	30.619591	114.256401	None	Negative
G22	Env_0438	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Drainage outlet	Negative	30.619591	114.256401	None	Negative
G23	Env_0439	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Bucket	Negative	30.619591	114.256401	None	Negative
G38	Env_0454	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Filter	Negative	30.619591	114.256401	None	Negative
A35	Env_0035	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of the door	Negative	30.619527	114.256373	None	Negative
A36	Env_0036	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Ground	Negative	30.619527	114.256373	None	Negative
G24	Env_0440	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Scale	Negative	30.619527	114.256373	None	Negative
G25	Env_0441	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of cart	Negative	30.619527	114.256373	None	Negative
G26	Env_0442	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of Vegetable	Negative	30.619527	114.256373	None	Negative
G27	Env_0443	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of lift	Negative	30.619527	114.256373	None	Negative
G28	Env_0444	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Ground	Negative	30.619527	114.256373	None	Negative
A39	Env_0039	01/01/2020	West	7	36		West|7|36	West|7|36	Environmental swab	Surface of the door	Negative	30.619585	114.256372	None	Negative
A40	Env_0040	01/01/2020	West	7	36		West|7|36	West|7|36	Environmental swab	Ground	Negative	30.619585	114.256372	None	Negative
A37	Env_0037	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of the door	Negative	30.619578	114.256344	None	Negative
A38	Env_0038	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Ground	Negative	30.619578	114.256344	None	Negative
G29	Env_0445	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Cart	Negative	30.619578	114.256344	None	Negative
G30	Env_0446	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of lift	Negative	30.619578	114.256344	None	Negative
G31	Env_0447	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Ground	Negative	30.619578	114.256344	None	Negative
G32	Env_0448	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Drainage outlet	Negative	30.619578	114.256344	None	Negative
G33	Env_0449	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Water in pool	Negative	30.619578	114.256344	None	Negative
G34	Env_0450	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Water in pool	Negative	30.619578	114.256344	None	Negative
A23	Env_0023	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Surface of packing bag	Negative	30.619648	114.256867	None	Negative
A24	Env_0024	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Wall	Negative	30.619648	114.256867	None	Negative
A25	Env_0025	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Scale	Negative	30.619648	114.256867	None	Negative
A26	Env_0026	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Surface of the door	Negative	30.619648	114.256867	None	Negative
A27	Env_0027	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Basket (beer)	Negative	30.619648	114.256867	None	Negative
A70	Env_0070	01/01/2020	West	7	9		West|7|9	West|7|9	Environmental swab	Surface of the door	Negative	30.619636	114.256823	None	Negative
A71	Env_0071	01/01/2020	West	7	9		West|7|9	West|7|9	Environmental swab	Ground	Negative	30.619636	114.256823	None	Negative
A33	Env_0033	01/01/2020	West	7			West|7|NA	West|7|NA	Environmental swab	Garbage cart	Positive	30.619612	114.256615	SRR23971508	Positive
A34	Env_0034	01/01/2020	West	7			West|7|NA	West|7|NA	Environmental swab	Garbage vehicle	Negative	30.619613	114.256615	None	Negative
A84	Env_0084	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Cashier desk	Negative	30.61968	114.257011	None	Negative
A85	Env_0085	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Ground	Negative	30.61968	114.257011	None	Negative
A86	Env_0086	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Surface of the door	Negative	30.61968	114.257011	None	Negative
A82	Env_0082	01/01/2020	West	7	X2-X4		West|7|X2-X4	West|7|X2-X4	Environmental swab	Surface of the door	Negative	30.619732	114.256997	None	Negative
A83	Env_0083	01/01/2020	West	7	X2-X4		West|7|X2-X4	West|7|X2-X4	Environmental swab	Ground	Negative	30.619732	114.256997	None	Negative
A80	Env_0080	01/01/2020	West	7	X3-X5		West|7|X3-X5	West|7|X1-X3-X5	Environmental swab	Surface of the door	Negative	30.619673	114.256983	None	Negative
A81	Env_0081	01/01/2020	West	7	X3-X5		West|7|X3-X5	West|7|X1-X3-X5	Environmental swab	Ground	Negative	30.619673	114.256983	None	Negative
A78	Env_0078	01/01/2020	West	7	X4-X6		West|7|X4-X6	West|7|X4-X6	Environmental swab	Surface of the door	Negative	30.619726	114.256968	None	Negative
A79	Env_0079	01/01/2020	West	7	X4-X6		West|7|X4-X6	West|7|X4-X6	Environmental swab	Ground	Negative	30.619726	114.256968	None	Negative
G92	Env_0508	01/01/2020	West	8	19-21-23		West|8|19-21-23	West|8|19-21-23	Environmental swab	Chopping block and Knief	Negative	30.619674	114.256629	None	Negative
G93	Env_0509	01/01/2020	West	8	19-21-23		West|8|19-21-23	West|8|19-21-23	Environmental swab	Sewage	Positive	30.619673	114.256629	None	Negative
G94	Env_0510	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative	30.619643	114.256508	None	Negative
G95	Env_0511	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knier	Negative	30.619643	114.256508	None	Negative
G96	Env_0512	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Scale	Negative	30.619643	114.256508	None	Negative
G97	Env_0513	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Table top	Negative	30.619643	114.256508	None	Negative
G98	Env_0514	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative	30.619643	114.256508	None	Negative
G99	Env_0515	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Drainage outlet	Negative	30.619643	114.256508	None	Negative
G40	Env_0456	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Inner surface of trush cans	Negative	30.619693	114.256478	None	Negative
G41	Env_0457	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Surface of frozen food	Negative	30.619693	114.256478	None	Negative
G42	Env_0458	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Inner surface of red basket	Negative	30.619693	114.256478	None	Negative
G43	Env_0459	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Scale	Negative	30.619693	114.256478	None	Negative
G44	Env_0460	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Surface of calculator	Negative	30.619693	114.256478	None	Negative
G45	Env_0461	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Ground	Negative	30.619693	114.256478	None	Negative
G46	Env_0462	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Wall	Negative	30.619693	114.256478	None	Negative
G47	Env_0463	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Water in Bucket	Negative	30.619693	114.256478	None	Negative
G48	Env_0464	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Scissors	Negative	30.619693	114.256478	None	Negative
E27	Env_0241	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Domestic water	Negative	30.619638	114.256477	None	Negative
G49	Env_0465	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Inner surface of blue basket	Negative	30.619638	114.256477	None	Negative
G50	Env_0466	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Water in basin	Negative	30.619638	114.256477	None	Negative
G51	Env_0467	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Ground	Negative	30.619638	114.256477	None	Negative
G52	Env_0468	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Scale	Negative	30.619638	114.256477	None	Negative
G53	Env_0469	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Water in Bucket	Negative	30.619638	114.256477	None	Negative
G91	Env_0507	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Sewage on floor	Negative	30.619638	114.256477	None	Negative
G84	Env_0500	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Inner surface of blue basket	Negative	30.619625	114.256435	None	Negative
G85	Env_0501	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Calculator	Negative	30.619625	114.256435	None	Negative
G86	Env_0502	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Ground	Negative	30.619625	114.256435	None	Negative
G87	Env_0503	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Scissors	Negative	30.619625	114.256435	None	Negative
G88	Env_0504	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Scale	Negative	30.619625	114.256435	None	Negative
G89	Env_0505	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Iron shelf	Negative	30.619625	114.256435	None	Negative
G90	Env_0506	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Knief	Negative	30.619625	114.256435	None	Negative
E16	Env_0230	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Wall	Negative	30.619683	114.256436	None	Negative
E17	Env_0231	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Ground	Negative	30.619683	114.256436	None	Negative
E18	Env_0232	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Domestic water	Negative	30.619683	114.256436	None	Negative
E19	Env_0233	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Table top	Negative	30.619683	114.256436	None	Negative
E20	Env_0234	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Foam box	Negative	30.619683	114.256436	None	Negative
E21	Env_0235	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Sewage on floor	Negative	30.619683	114.256436	None	Negative
E22	Env_0236	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Scissors	Negative	30.619683	114.256436	None	Negative
E23	Env_0237	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of food	Negative	30.619683	114.256436	None	Negative
E24	Env_0238	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of basin	Negative	30.619683	114.256436	None	Negative
E25	Env_0239	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of food	Negative	30.619683	114.256436	None	Negative
E26	Env_0240	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of light	Negative	30.619683	114.256436	None	Negative
E28	Env_0242	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Outside of trash cans	Negative	30.619683	114.256436	None	Negative
G78	Env_0494	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of white basket	Negative	30.619672	114.256392	None	Negative
G79	Env_0495	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Ground	Negative	30.619672	114.256392	None	Negative
G80	Env_0496	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of trush cans	Negative	30.619672	114.256392	None	Negative
G81	Env_0497	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Surface of calculator	Negative	30.619672	114.256392	None	Negative
G82	Env_0498	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of yellow basket	Negative	30.619672	114.256392	None	Negative
G83	Env_0499	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Iron shelf	Negative	30.619672	114.256392	None	Negative
G61	Env_0477	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Inner surface of white basket	Negative	30.619617	114.256394	None	Negative
G62	Env_0478	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Cart	Negative	30.619617	114.256394	None	Negative
G63	Env_0479	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Inner surface of refrigerator	Negative	30.619617	114.256394	None	Negative
G64	Env_0480	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Chopping board	Negative	30.619617	114.256394	None	Negative
G65	Env_0481	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Water in Bucket	Negative	30.619617	114.256394	None	Negative
G66	Env_0482	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Drainage outlet	Negative	30.619617	114.256394	None	Negative
G67	Env_0483	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Inner surface of red basket	Negative	30.619611	114.256365	None	Negative
G68	Env_0484	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Ground	Negative	30.619611	114.256365	None	Negative
G69	Env_0485	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Drainage outlet	Negative	30.619611	114.256365	None	Negative
G70	Env_0486	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Scale	Negative	30.619611	114.256365	None	Negative
G71	Env_0487	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Outside surface of freezer	Negative	30.619611	114.256365	None	Negative
G72	Env_0488	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Ground	Negative	30.619658	114.256335	None	Negative
G73	Env_0489	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Cart	Negative	30.619658	114.256335	None	Negative
G74	Env_0490	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Scale	Negative	30.619658	114.256335	None	Negative
G75	Env_0491	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Drainage outlet	Negative	30.619658	114.256335	None	Negative
G76	Env_0492	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Water in white box	Negative	30.619658	114.256335	None	Negative
G77	Env_0493	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Feather removal machine	Negative	30.619658	114.256335	None	Negative
G54	Env_0470	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Chopping block	Negative	30.619605	114.256336	None	Negative
G55	Env_0471	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of white box	Negative	30.619605	114.256336	None	Negative
G56	Env_0472	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Scale	Negative	30.619605	114.256336	None	Negative
G57	Env_0473	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336	None	Negative
G58	Env_0474	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Scissors	Negative	30.619605	114.256336	None	Negative
G59	Env_0475	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Outside surface of freezer	Negative	30.619605	114.256336	None	Negative
G60	Env_0476	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336	None	Negative
C37	Env_0175	01/01/2020	West	Back Street	17		West|Back Street|17	West|Back Street|17	Environmental swab	Motorcycle	Negative	30.62027	114.256262	None	Negative
C35	Env_0173	01/01/2020	West	Back Street	3		West|Back Street|3	West|Back Street|3	Environmental swab	Motorcycle	Negative	30.620385	114.256739	None	Negative
C36	Env_0174	01/01/2020	West	Back Street	3		West|Back Street|3	West|Back Street|3	Environmental swab	Motorcycle	Negative	30.620385	114.256739	None	Negative
C38	Env_0176	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
C39	Env_0177	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
C40	Env_0178	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
C41	Env_0179	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
C42	Env_0180	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
C43	Env_0181	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative			None	Negative
CCDC-742	Env_0891	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-743	Env_0892	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
CCDC-744	Env_0893	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Ground	Negative			SRR23971511	Negative
CCDC-745	Env_0894	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
CCDC-746	Env_0895	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971577	Negative
CCDC-747	Env_0896	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
CCDC-748	Env_0897	02/03/2020	West	6	36		West|6|36	West|6|36	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-749	Env_0898	02/03/2020	West	6	38		West|6|38	West|6|38	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-774	Env_0923	02/03/2020	West	6	9		West|6|9	West|6|9	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-773	Env_0922	02/03/2020	West	7	16		West|7|16	West|7|16-18	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-754	Env_0903	02/03/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-755	Env_0904	02/03/2020	West	7	28		West|7|28	West|7|26-28	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
CCDC-752	Env_0901	02/03/2020	West	7	32		West|7|32	West|7|30-32	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
CCDC-753	Env_0902	02/03/2020	West	7	32		West|7|32	West|7|30-32	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-751	Env_0900	02/03/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
CCDC-750	Env_0899	02/03/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-756	Env_0905	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-757	Env_0906	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Bucket	Negative			None	Negative
CCDC-758	Env_0907	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative			SRR23971588	Negative
CCDC-759	Env_0908	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative			None	Negative
CCDC-760	Env_0909	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative			SRR23971522	Negative
CCDC-761	Env_0910	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative			None	Negative
CCDC-762	Env_0911	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative			None	Negative
CCDC-763	Env_0912	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative			None	Negative
CCDC-765	Env_0914	02/03/2020	West	8	29		West|8|29	West|8|29-31	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-764	Env_0913	02/03/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-767	Env_0916	02/03/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-766	Env_0915	02/03/2020	West	8	34		West|8|34	West|8|34	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-768	Env_0917	02/03/2020	West	8	38		West|8|38	West|8|36-38	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-772	Env_0921	02/03/2020	West	9	25		West|9|25	West|9|25	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-771	Env_0920	02/03/2020	West	9	36		West|9|36	West|9|34-36	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-769	Env_0918	02/03/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-770	Env_0919	02/03/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative			None	Negative
CCDC-690	Env_0890	02/03/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Ground of garage	Negative			None	Negative
7-26-BX	Env_0705	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Inner surface of refrigerator	Negative			SRR23971544	Negative
7-26-DB	Env_0711	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Ground	Negative			None	Negative
7-26-DH	Env_0712	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Ground	Negative			SRR23971548	Negative
7-26-JZ	Env_0710	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Scissors	Negative			None	Negative
7-26-K	Env_0706	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Basket	Negative			None	Negative
7-26-PSN	Env_0708	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Drainage outlet	Negative			SRR23971547	Negative
7-26-PSW	Env_0707	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Drainage outlet	Negative			SRR23971546	Negative
7-26-ST	Env_0709	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Glove	Negative			None	Negative
8-25-BX	Env_0714	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of refrigerator	Negative			SRR23971549	Negative
8-25-CK	Env_0716	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Sewage	Negative			SRR23971551	Negative
8-25-D	Env_0717	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive			SRR23971587	Negative
8-25-D_2	Env_0715	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knief	Negative			SRR23971550	Negative
8-25-DZ	Env_0718	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative			None	Negative
8-25-LJ	Env_0713	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative			None	Negative
8-25-M1	Env_0719	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive			SRR23971456	Negative
8-25-M2	Env_0720	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative			SRR23971552	Negative
8-25-Bing	Env_0757	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
8-25-D1	Env_0753	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative			SRR23971555	Negative
8-25-D2	Env_0754	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative			SRR23971557	Negative
8-25-D3	Env_0755	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative			None	Negative
8-25-Long	Env_0756	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative			SRR23971558	Negative
HJ200062-20200112-1	Env_0577	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Container	Negative	30.619471	114.256469	SRR23971422	Negative
HJ200063-20200112-1	Env_0578	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Basket	Negative	30.619471	114.256469	SRR23971423	Negative
HJ200065-20200112-1	Env_0580	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	White box	Negative	30.619471	114.256469	SRR23971424	Negative
HJ200066-20200112-1	Env_0581	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Iron container	Negative	30.619471	114.256469	SRR23971425	Negative
HJ200067-20200112-1	Env_0582	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Bucket	Negative	30.619471	114.256469	SRR23971426	Negative
Q61	Env_0576	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Cart1	Negative	30.619471	114.256469	SRR23971449	Positive
Q64	Env_0579	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Cart2	Positive	30.619471	114.256469	SRR23971450	Positive
Q68	Env_0583	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Ground	Positive	30.619471	114.256469	SRR23971451	Positive
Q69	Env_0584	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Feather removal machine	Positive	30.619471	114.256469	SRR23971453	Positive
Q70	Env_0585	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Iron container in inner room	Negative	30.619471	114.256469	SRR23971454	Positive
HJ200031-20200112-1	Env_0546	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Basket	Negative	30.619643	114.256508	SRR23971469	Negative
HJ200032-20200112-1	Env_0547	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Foam box	Negative	30.619643	114.256508	SRR23971470	Negative
HJ200033-20200112-1	Env_0548	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Wall	Negative	30.619643	114.256508	SRR23971471	Negative
