Lab code	Sample ID	Sampling date	Sample_location	Street No.	Vendor No.	edge_case	Stall_corrected	Stall_corrected_merged	Sample type	Sample information	SARS-CoV-2 qPCR result	Latitude	Longitude	Stall_corrected_latitude	Stall_corrected_longitude	Stall_merged_latitude	Stall_merged_longitude
A67	Env_0067	01/01/2020	West	7	12-14		West|7|12-14	West|7|12-14	Environmental swab	Ground	Negative	30.619677	114.256765	30.619677	114.256765	30.619677	114.256765
A1	Env_0001	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Surface of the door	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A16	Env_0016	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Surface of food	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A17	Env_0017	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Package of aquatic product	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A18	Env_0018	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Shoe covers and soles	Positive	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A19	Env_0019	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Basket	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A2	Env_0002	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Ground	Positive	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A20	Env_0020	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Gloves	Positive	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A21	Env_0021	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Wall	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A22	Env_0022	01/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Environmental swab	Cart	Negative	30.619613	114.256724	30.619613	114.256724	30.619613	114.256724
A62	Env_0062	01/01/2020	West	7	16-18		West|7|16-18	West|7|16-18	Environmental swab	Surface of the door	Negative	30.619664	114.256708	30.619664	114.256708	30.619664	114.256708
A63	Env_0063	01/01/2020	West	7	16-18		West|7|16-18	West|7|16-18	Environmental swab	Ground	Positive	30.619664	114.256708	30.619664	114.256708	30.619664	114.256708
A5	Env_0005	01/01/2020	West	7	19-21		West|7|19-21	West|7|19-21	Environmental swab	Wall	Negative	30.619599	114.256664	30.619599	114.256664	30.619599	114.256664
A6	Env_0006	01/01/2020	West	7	19-21		West|7|19-21	West|7|19-21	Environmental swab	Surface of packing bag	Negative	30.619599	114.256664	30.619599	114.256664	30.619599	114.256664
A7	Env_0007	01/01/2020	West	7	19-21		West|7|19-21	West|7|19-21	Environmental swab	Surface of the door	Negative	30.619599	114.256664	30.619599	114.256664	30.619599	114.256664
A76	Env_0076	01/01/2020	West	7	2-4		West|7|2-4	West|7|2-4	Environmental swab	Surface of the door	Negative	30.619711	114.25691	30.619711	114.25691	30.619711	114.25691
A77	Env_0077	01/01/2020	West	7	2-4		West|7|2-4	West|7|2-4	Environmental swab	Ground	Negative	30.619711	114.25691	30.619711	114.25691	30.619711	114.25691
A60	Env_0060	01/01/2020	West	7	20-22-24		West|7|20-22-24	West|7|20-22-24	Environmental swab	Surface of the door	Negative	30.619647	114.256635	30.619647	114.256635	30.619643	114.256617
A61	Env_0061	01/01/2020	West	7	20-22-24		West|7|20-22-24	West|7|20-22-24	Environmental swab	Ground	Positive	30.619647	114.256635	30.619647	114.256635	30.619643	114.256617
A28	Env_0028	01/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Fishbow	Negative	30.619588	114.256622	30.619588	114.256622	30.619588	114.256622
A29	Env_0029	01/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Glove	Negative	30.619588	114.256622	30.619588	114.256622	30.619588	114.256622
A30	Env_0030	01/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Knief	Negative	30.619588	114.256622	30.619588	114.256622	30.619588	114.256622
A31	Env_0031	01/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Basket	Negative	30.619588	114.256622	30.619588	114.256622	30.619588	114.256622
A32	Env_0032	01/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Surface of the door	Negative	30.619588	114.256622	30.619588	114.256622	30.619588	114.256622
A56	Env_0056	01/01/2020	West	7	24		West|7|24	West|7|20-22-24	Environmental swab	Chopping block	Negative	30.619641	114.256608	30.619641	114.256608	30.619643	114.256617
A57	Env_0057	01/01/2020	West	7	24		West|7|24	West|7|20-22-24	Environmental swab	Bone cutting machine	Negative	30.619641	114.256608	30.619641	114.256608	30.619643	114.256617
A58	Env_0058	01/01/2020	West	7	24		West|7|24	West|7|20-22-24	Environmental swab	Surface of the door	Negative	30.619641	114.256608	30.619641	114.256608	30.619643	114.256617
A59	Env_0059	01/01/2020	West	7	24		West|7|24	West|7|20-22-24	Environmental swab	Ground	Negative	30.619641	114.256608	30.619641	114.256608	30.619643	114.256617
A54	Env_0054	01/01/2020	West	7	25		West|7|25	West|7|25	Environmental swab	Surface of the door	Negative	30.619567	114.25653	30.619567	114.25653	30.619567	114.25653
A55	Env_0055	01/01/2020	West	7	25		West|7|25	West|7|25	Environmental swab	Ground	Positive	30.619567	114.25653	30.619567	114.25653	30.619567	114.25653
G39	Env_0455	01/01/2020	West	7	25		West|7|25	West|7|25	Environmental swab	Filter	Negative	30.619567	114.25653	30.619567	114.25653	30.619567	114.25653
A52	Env_0052	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Surface of the door	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
A53	Env_0053	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Ground	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F1	Env_0301	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Surface of frozen food	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F2	Env_0302	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Surface of frozen food	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F3	Env_0303	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Surface of yellow basket	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F4	Env_0304	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Surface of frozen food	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F5	Env_0305	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	White foam	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F6	Env_0306	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Scale	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F7	Env_0307	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Ground	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
F8	Env_0308	01/01/2020	West	7	26-28		West|7|26-28	West|7|26-28	Environmental swab	Sewage on floor	Negative	30.619615	114.256501	30.619615	114.256501	30.619615	114.256501
A50	Env_0050	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Surface of the door	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
A51	Env_0051	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Ground	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
G1	Env_0417	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Surface of basket	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
G2	Env_0418	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Wall	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
G3	Env_0419	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Table top	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
G4	Env_0420	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Scale	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
G5	Env_0421	01/01/2020	West	7	27		West|7|27	West|7|27	Environmental swab	Scissors	Negative	30.61956	114.2565	30.61956	114.2565	30.61956	114.2565
A48	Env_0048	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Surface of the door	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
A49	Env_0049	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Ground	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G10	Env_0426	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Wall	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G11	Env_0427	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Sewage in bucket	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G35	Env_0451	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Filter	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G6	Env_0422	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Surface of basket	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G7	Env_0423	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Scale	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G8	Env_0424	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Surface of frozen food	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
G9	Env_0425	01/01/2020	West	7	29		West|7|29	West|7|29	Environmental swab	Ground	Negative	30.619553	114.256472	30.619553	114.256472	30.619553	114.256472
A45	Env_0045	01/01/2020	West	7	30-32		West|7|30-32	West|7|30-32	Environmental swab	Surface of the door	Negative	30.619602	114.256444	30.619602	114.256444	30.619602	114.256444
A46	Env_0046	01/01/2020	West	7	30-32		West|7|30-32	West|7|30-32	Environmental swab	Ground	Negative	30.619602	114.256444	30.619602	114.256444	30.619602	114.256444
A47	Env_0047	01/01/2020	West	7	30-32		West|7|30-32	West|7|30-32	Environmental swab	Towel on floor	Negative	30.619602	114.256444	30.619602	114.256444	30.619602	114.256444
G37	Env_0453	01/01/2020	West	7	30-32		West|7|30-32	West|7|30-32	Environmental swab	Filter	Negative	30.619602	114.256444	30.619602	114.256444	30.619602	114.256444
A43	Env_0043	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Surface of the door	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
A44	Env_0044	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Ground	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G12	Env_0428	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Surface of basket	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G13	Env_0429	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Surface of basket	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G14	Env_0430	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Wall	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G15	Env_0431	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Scale	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G16	Env_0432	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Water in pool	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G17	Env_0433	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Inner surface of trush cans	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
G36	Env_0452	01/01/2020	West	7	31-33		West|7|31-33	West|7|31-33	Environmental swab	Filter	Negative	30.619542	114.25643	30.619542	114.25643	30.619542	114.25643
A41	Env_0041	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Surface of the door	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
A42	Env_0042	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Ground	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G18	Env_0434	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Scale	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G19	Env_0435	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Wall	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G20	Env_0436	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of foam box	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G21	Env_0437	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of white basket	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G22	Env_0438	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Drainage outlet	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G23	Env_0439	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Bucket	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
G38	Env_0454	01/01/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Filter	Negative	30.619591	114.256401	30.619591	114.256401	30.619591	114.256401
A35	Env_0035	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of the door	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
A36	Env_0036	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Ground	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
G24	Env_0440	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Scale	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
G25	Env_0441	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of cart	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
G26	Env_0442	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of Vegetable	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
G27	Env_0443	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Surface of lift	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
G28	Env_0444	01/01/2020	West	7	35-37		West|7|35-37	West|7|35-37	Environmental swab	Ground	Negative	30.619527	114.256373	30.619527	114.256373	30.619527	114.256373
A39	Env_0039	01/01/2020	West	7	36		West|7|36	West|7|36	Environmental swab	Surface of the door	Negative	30.619585	114.256372	30.619585	114.256372	30.619585	114.256372
A40	Env_0040	01/01/2020	West	7	36		West|7|36	West|7|36	Environmental swab	Ground	Negative	30.619585	114.256372	30.619585	114.256372	30.619585	114.256372
A37	Env_0037	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of the door	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
A38	Env_0038	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Ground	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G29	Env_0445	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Cart	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G30	Env_0446	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of lift	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G31	Env_0447	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Ground	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G32	Env_0448	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Drainage outlet	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G33	Env_0449	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Water in pool	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
G34	Env_0450	01/01/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Water in pool	Negative	30.619578	114.256344	30.619578	114.256344	30.619578	114.256344
A23	Env_0023	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Surface of packing bag	Negative	30.619648	114.256867	30.619648	114.256867	30.619648	114.256867
A24	Env_0024	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Wall	Negative	30.619648	114.256867	30.619648	114.256867	30.619648	114.256867
A25	Env_0025	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Scale	Negative	30.619648	114.256867	30.619648	114.256867	30.619648	114.256867
A26	Env_0026	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Surface of the door	Negative	30.619648	114.256867	30.619648	114.256867	30.619648	114.256867
A27	Env_0027	01/01/2020	West	7	5-7		West|7|5-7	West|7|5-7	Environmental swab	Basket (beer)	Negative	30.619648	114.256867	30.619648	114.256867	30.619648	114.256867
A70	Env_0070	01/01/2020	West	7	9		West|7|9	West|7|9	Environmental swab	Surface of the door	Negative	30.619636	114.256823	30.619636	114.256823	30.619636	114.256823
A71	Env_0071	01/01/2020	West	7	9		West|7|9	West|7|9	Environmental swab	Ground	Negative	30.619636	114.256823	30.619636	114.256823	30.619636	114.256823
A33	Env_0033	01/01/2020	West	7			West|7|NA	West|7|NA	Environmental swab	Garbage cart	Positive	30.619612	114.256615				
A34	Env_0034	01/01/2020	West	7			West|7|NA	West|7|NA	Environmental swab	Garbage vehicle	Negative	30.619613	114.256615				
A84	Env_0084	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Cashier desk	Negative	30.61968	114.257011	30.61968	114.257011	30.6196772	114.2569998
A85	Env_0085	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Ground	Negative	30.61968	114.257011	30.61968	114.257011	30.6196772	114.2569998
A86	Env_0086	01/01/2020	West	7	X1-X3		West|7|X1-X3	West|7|X1-X3-X5	Environmental swab	Surface of the door	Negative	30.61968	114.257011	30.61968	114.257011	30.6196772	114.2569998
A82	Env_0082	01/01/2020	West	7	X2-X4		West|7|X2-X4	West|7|X2-X4	Environmental swab	Surface of the door	Negative	30.619732	114.256997	30.619732	114.256997	30.619732	114.256997
A83	Env_0083	01/01/2020	West	7	X2-X4		West|7|X2-X4	West|7|X2-X4	Environmental swab	Ground	Negative	30.619732	114.256997	30.619732	114.256997	30.619732	114.256997
A80	Env_0080	01/01/2020	West	7	X3-X5		West|7|X3-X5	West|7|X1-X3-X5	Environmental swab	Surface of the door	Negative	30.619673	114.256983	30.619673	114.256983	30.6196772	114.2569998
A81	Env_0081	01/01/2020	West	7	X3-X5		West|7|X3-X5	West|7|X1-X3-X5	Environmental swab	Ground	Negative	30.619673	114.256983	30.619673	114.256983	30.6196772	114.2569998
A78	Env_0078	01/01/2020	West	7	X4-X6		West|7|X4-X6	West|7|X4-X6	Environmental swab	Surface of the door	Negative	30.619726	114.256968	30.619726	114.256968	30.619726	114.256968
A79	Env_0079	01/01/2020	West	7	X4-X6		West|7|X4-X6	West|7|X4-X6	Environmental swab	Ground	Negative	30.619726	114.256968	30.619726	114.256968	30.619726	114.256968
G92	Env_0508	01/01/2020	West	8	19-21-23		West|8|19-21-23	West|8|19-21-23	Environmental swab	Chopping block and Knief	Negative	30.619674	114.256629	30.6196735	114.256629	30.6196735	114.256629
G93	Env_0509	01/01/2020	West	8	19-21-23		West|8|19-21-23	West|8|19-21-23	Environmental swab	Sewage	Positive	30.619673	114.256629	30.6196735	114.256629	30.6196735	114.256629
G94	Env_0510	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G95	Env_0511	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knier	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G96	Env_0512	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Scale	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G97	Env_0513	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Table top	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G98	Env_0514	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G99	Env_0515	01/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Drainage outlet	Negative	30.619643	114.256508	30.619643	114.256508	30.619643	114.256508
G40	Env_0456	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Inner surface of trush cans	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G41	Env_0457	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Surface of frozen food	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G42	Env_0458	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Inner surface of red basket	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G43	Env_0459	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Scale	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G44	Env_0460	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Surface of calculator	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G45	Env_0461	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Ground	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G46	Env_0462	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Wall	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G47	Env_0463	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Water in Bucket	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
G48	Env_0464	01/01/2020	West	8	26-28		West|8|26-28	West|8|26-28	Environmental swab	Scissors	Negative	30.619693	114.256478	30.619693	114.256478	30.619693	114.256478
E27	Env_0241	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Domestic water	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G49	Env_0465	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Inner surface of blue basket	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G50	Env_0466	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Water in basin	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G51	Env_0467	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Ground	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G52	Env_0468	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Scale	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G53	Env_0469	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Water in Bucket	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G91	Env_0507	01/01/2020	West	8	27		West|8|27	West|8|27	Environmental swab	Sewage on floor	Negative	30.619638	114.256477	30.619638	114.256477	30.619638	114.256477
G84	Env_0500	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Inner surface of blue basket	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G85	Env_0501	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Calculator	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G86	Env_0502	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Ground	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G87	Env_0503	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Scissors	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G88	Env_0504	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Scale	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G89	Env_0505	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Iron shelf	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
G90	Env_0506	01/01/2020	West	8	29-31		West|8|29-31	West|8|29-31	Environmental swab	Knief	Negative	30.619625	114.256435	30.619625	114.256435	30.619625	114.256435
E16	Env_0230	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Wall	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E17	Env_0231	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Ground	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E18	Env_0232	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Domestic water	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E19	Env_0233	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Table top	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E20	Env_0234	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Foam box	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E21	Env_0235	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Sewage on floor	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E22	Env_0236	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Scissors	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E23	Env_0237	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of food	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E24	Env_0238	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of basin	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E25	Env_0239	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of food	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E26	Env_0240	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of light	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
E28	Env_0242	01/01/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Outside of trash cans	Negative	30.619683	114.256436	30.619683	114.256436	30.619683	114.256436
G78	Env_0494	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of white basket	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
G79	Env_0495	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Ground	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
G80	Env_0496	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of trush cans	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
G81	Env_0497	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Surface of calculator	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
G82	Env_0498	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Inner surface of yellow basket	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
G83	Env_0499	01/01/2020	West	8	32-34		West|8|32-34	West|8|32-34	Environmental swab	Iron shelf	Negative	30.619672	114.256392	30.619672	114.256392	30.619672	114.256392
